,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
406,N/A,N/A,rop,N/A,N/A,N/A,N/A,N/A,61.73,25.37,4.81,3.24,19.43,28.86,6.96,13.85,35.60,20060000000.0,20060000000.0,22.78,2.58,5.60,16.20,5.60,2160000000.0,16.20,696070000.0,6.85,12.20,0.30,778510000.0,7.70,3270000000.0,2.25,52.53,928830000.0,0.99,1.61,96.20,1500000.0,2.89,1.78,1780000.0,N/A
407,N/A,N/A,rost,N/A,N/A,N/A,N/A,N/A,16.54,23.66,1.98,9.68,8.57,13.73,21.02,43.88,28.88,23380000000.0,23380000000.0,19.07,1.89,2.00,12.47,2.00,3100000000.0,12.47,1010000000.0,2.45,11.90,7.10,487120000.0,1.20,395910000.0,1.39,5.91,1150000000.0,1.07,2.26,91.70,8880000.0,3.12,2.20,9870000.0,N/A
408,N/A,N/A,rrc,N/A,N/A,N/A,N/A,N/A,96.07,N/A,4.22,1.81,60.40,13.20,1.25,22.96,7.10,7820000000.0,7820000000.0,N/A,9.71,6.62,10.51,6.62,532740000.0,10.51,714140000.0,4.29,N/A,37.60,0.00,0.00,2650000000.0,1.25,16.60,683700000.0,0.51,10.90,95.90,28110000.0,3.69,20.85,26090000.0,N/A
409,N/A,N/A,rsg,N/A,N/A,N/A,N/A,N/A,97.40,22.21,1.78,2.09,8.23,16.60,4.65,9.67,26.04,23850000000.0,23850000000.0,20.30,3.40,2.62,9.31,2.62,3600000000.0,9.31,749900000.0,2.13,242.30,2.70,32400000.0,0.09,7570000000.0,0.67,22.50,1680000000.0,0.60,31.30,64.60,6570000.0,2.86,2.70,8279999.999999999,N/A
410,N/A,N/A,rtn,N/A,N/A,N/A,N/A,N/A,49.88,18.06,1.57,3.60,8.92,12.32,6.28,20.13,77.46,38820000000.0,38820000000.0,15.47,2.01,1.67,11.82,1.67,5670000000.0,11.82,2029999999.9999998,6.79,1.90,3.00,3200000000.0,10.70,5330000000.0,1.60,33.87,2360000000.0,0.80,0.38,79.60,2790000.0,1.34,0.91,2500000.0,N/A
411,N/A,N/A,s,N/A,N/A,N/A,N/A,N/A,166.00,N/A,0.46,0.73,5.14,3.72,0.93,7.85,8.16,46270000000.0,46270000000.0,N/A,N/A,1.43,5.89,1.43,15560000000.0,5.89,1660000000.0,0.42,N/A,9.70,2220000000.0,0.56,33750000000.0,0.59,5.12,3580000000.0,0.46,84.90,22.80,212790000.0,8.63,28.27,224310000.0,N/A
412,N/A,N/A,sbux,N/A,N/A,N/A,N/A,N/A,39.24,35.35,4.31,14.29,12.48,17.71,17.27,40.56,13.22,85090000000.0,85090000000.0,26.30,1.67,4.31,19.08,4.31,11380000000.0,19.08,2460000000.0,1.63,30.10,11.90,2380000000.0,1.61,2350000000.0,1.07,4.03,3960000000.0,0.80,2.79,72.60,12480000.0,0.99,0.86,11360000.0,N/A
413,N/A,N/A,scg,N/A,N/A,N/A,N/A,N/A,123.31,12.87,2.18,1.75,17.03,24.52,3.95,14.31,30.65,16230000000.0,16230000000.0,16.11,3.13,3.71,10.91,3.71,1670000000.0,10.91,746000000.0,5.22,6.70,21.20,186000000.0,1.30,6710000000.0,0.71,38.09,1060000000.0,0.24,9.28,59.20,7170000.0,7.47,5.54,6750000.0,N/A
414,N/A,N/A,schl,N/A,N/A,N/A,N/A,N/A,1.68,4.43,0.74,0.96,16.94,3.52,2.06,1.65,48.79,885370000.0,885370000.0,18.59,2.73,0.54,10.63,0.54,877300000.0,10.63,18000000.0,8.06,5.30,1.50,360900000.0,10.52,21000000.0,2.22,36.37,102000000.0,0.66,12.57,87.70,2940000.0,6.01,20.01,2350000.0,N/A
415,N/A,N/A,schw,N/A,N/A,N/A,N/A,N/A,21.56,27.38,5.58,2.95,22.95,34.96,0.86,11.48,4.80,8020000000.0,8020000000.0,18.31,1.01,1.27,N/A,1.27,6380000000.0,N/A,1360000000.0,1.03,18.90,7.20,32110000000.0,24.32,2890000000.0,0.40,9.05,1250000000.0,1.59,12.34,79.80,18880000.0,1.43,1.65,22060000.0,N/A
416,N/A,N/A,se,N/A,N/A,N/A,N/A,N/A,148.48,104.59,3.83,3.07,3.75,34.05,3.33,4.48,7.80,34790000000.0,34790000000.0,21.66,5.01,6.65,13.59,6.65,2900000000.0,13.59,196000000.0,0.29,N/A,17.70,233000000.0,0.35,14660000000.0,0.49,9.73,2250000000.0,0.66,0.16,74.60,3.27,3.27,4.40,29500000.0,N/A
417,N/A,N/A,sfly,N/A,N/A,N/A,N/A,N/A,63.18,N/A,1.48,2.59,0.08,1.90,0.99,0.12,28.82,1660000000.0,1660000000.0,46.10,2.11,1.57,14.48,1.57,531350000.0,14.48,0.02,0.02,31.60,13.40,311780000.0,8.95,382910000.0,1.95,17.43,165040000.0,0.85,1.25,104.90,3520000.0,9.97,12.72,3300000.0,N/A
418,N/A,N/A,shld,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.07,N/A,4.49,6.02,7.71,N/A,235.89,4690000000.0,4690000000.0,N/A,0.01,0.19,4.36,0.19,7150000000.0,4.36,1130000000.0,10.59,N/A,9.80,238000000.0,2.23,3140000000.0,1.11,18.33,N/A,1.91,53.60,51.40,13350000.0,20.11,95.05,13640000.0,N/A
419,N/A,N/A,shw,N/A,N/A,N/A,N/A,N/A,226.15,25.52,2.26,29.56,9.29,14.24,17.55,113.05,122.99,28150000000.0,28150000000.0,20.16,1.22,2.48,15.52,2.48,5560000000.0,15.52,1050000000.0,11.16,49.20,1.40,205740000.0,2.24,1960000000.0,1.24,9.46,1450000000.0,1.20,17.39,68.40,1770000.0,1.73,2.46,1610000.0,N/A
420,N/A,N/A,siri,N/A,N/A,N/A,N/A,N/A,N/A,43.44,4.33,N/A,11.15,28.60,9.95,89.16,0.85,25260000000.0,25260000000.0,21.72,1.23,5.53,16.00,5.53,2190000000.0,16.00,509720000.0,0.09,5.90,9.60,111840000.0,0.02,5450000000.0,0.23,0.03,1240000000.0,1.01,59.99,23.80,142500000.0,4.41,6.15,145490000.0,N/A
421,N/A,N/A,sjm,N/A,N/A,N/A,N/A,N/A,72.14,37.22,2.06,2.10,5.47,15.64,5.74,6.49,63.99,20650000000.0,20650000000.0,20.40,2.20,2.77,13.17,2.77,1970000000.0,13.17,405200000.0,3.48,15.20,37.10,140500000.0,1.17,5280000000.0,1.79,61.21,1340000000.0,0.62,7.33,64.60,3460000.0,3.76,3.52,3380000.0,N/A
422,N/A,N/A,slb,N/A,N/A,N/A,N/A,N/A,52.98,46.01,2.59,2.58,5.84,15.69,5.16,5.77,28.00,100210000000.0,100210000000.0,26.88,21.95,2.83,10.39,2.83,7150000000.0,10.39,2069999999.9999998,1.63,N/A,38.70,13030000000.0,10.37,19020000000.0,1.91,28.36,8570000000.0,1.06,0.06,78.00,48310000.0,4.05,3.78,45990000.0,N/A
423,N/A,N/A,slm,N/A,N/A,N/A,N/A,N/A,52.50,10.51,3.27,1.70,34.50,55.91,1.95,13.97,1.87,1320000000.0,1320000000.0,9.39,0.68,1.66,N/A,1.66,N/A,N/A,254690000.0,0.59,355.70,73.10,2420000000.0,5.68,1100000000.0,1.22,3.59,91200000.0,1.01,7.92,94.10,25200000.0,5.65,7.67,21860000.0,N/A
424,N/A,N/A,sna,N/A,N/A,N/A,N/A,N/A,36.94,18.86,2.43,3.62,13.32,21.27,10.86,21.07,61.84,9680000000.0,9680000000.0,15.43,1.69,2.70,11.63,2.70,1820000000.0,11.63,478700000.0,8.10,13.10,0.20,92700000.0,1.60,898000000.0,2.83,41.54,496500000.0,1.26,0.81,85.90,2170000.0,4.31,3.76,1590000.0,N/A
425,N/A,N/A,sndk,N/A,N/A,N/A,N/A,N/A,37.48,42.14,2.76,2.68,6.98,13.64,4.86,6.33,27.09,13560000000.0,13560000000.0,22.83,12.52,2.44,9.83,2.44,2260000000.0,9.83,388480000.0,1.82,32.90,11.10,4010000000.0,19.93,2150000000.0,2.72,28.56,1050000000.0,2.36,10.74,86.20,15840000.0,4.22,7.57,14280000.0,N/A
426,N/A,N/A,sne,N/A,N/A,N/A,N/A,N/A,32.07,26.46,0.41,1.22,1.58,6.26,1.93,6.20,59.70,33259999999.999996,33259999999.999996,N/A,N/A,0.46,4.26,0.46,17160000000.0,4.26,1140000000.0,0.93,33.50,0.50,7490000000.0,5.94,9710000000.0,0.95,19.46,6120000000.0,1.41,N/A,N/A,1670000.0,0.78,N/A,3640000.0,N/A
427,N/A,N/A,sni,N/A,N/A,N/A,N/A,N/A,207.12,13.88,2.70,5.35,20.11,40.60,13.52,41.89,23.28,12110000000.0,12110000000.0,12.11,1.19,4.01,8.88,4.01,2029999999.9999998,8.88,606830000.0,4.66,24.90,27.30,223440000.0,1.74,4010000000.0,1.77,11.84,814210000.0,1.36,21.54,96.70,11360000.0,8.73,13.33,11340000.0,N/A
428,N/A,N/A,so,N/A,N/A,N/A,N/A,N/A,123.02,19.14,2.59,2.19,13.51,24.43,N/A,10.97,19.26,72530000000.0,72530000000.0,16.76,5.04,4.14,10.88,4.14,7680000000.0,10.88,2370000000.0,2.60,4.20,10.20,1120000000.0,1.23,27160000000.0,N/A,22.73,N/A,0.03,0.03,51.70,23330000.0,4.29,2.58,21680000.0,N/A
429,N/A,N/A,spg,N/A,N/A,N/A,N/A,N/A,429.28,34.24,11.65,13.84,34.76,50.69,5.54,38.14,16.95,84840000000.0,84840000000.0,17.19,2.51,16.14,21.73,16.14,4310000000.0,21.73,1820000000.0,5.88,3.10,6.40,701130000.0,2.27,22500000000.0,0.64,14.31,3020000000.0,0.52,0.72,98.60,4150000.0000000005,2.89,1.55,3540000.0,N/A
430,N/A,N/A,spls,N/A,N/A,N/A,N/A,N/A,19.36,198.98,0.29,1.15,0.15,4.38,5.43,0.57,33.51,6530000000.0,6530000000.0,10.48,6.53,0.30,4.69,0.30,5510000000.0,4.69,32530000.0,0.05,8.80,6.20,782000000.0,1.22,1040000000.0,1.64,8.30,837940000.0,1.36,0.70,97.10,30780000.0,3.66,4.84,27550000.0,N/A
431,N/A,N/A,srcl,N/A,N/A,N/A,N/A,N/A,117.04,39.19,3.27,3.58,8.95,22.17,7.27,11.50,34.65,13130000000.0,13130000000.0,19.56,1.47,4.40,16.63,4.40,1090000000.0,16.63,255290000.0,2.96,4.40,31.20,55700000.0,0.65,3210000000.0,1.30,31.74,390350000.0,0.05,1.22,90.80,7.11,7.11,5.32,N/A,N/A
432,N/A,N/A,sre,N/A,N/A,N/A,N/A,N/A,116.57,18.52,2.39,2.07,13.19,18.67,2.95,11.73,41.21,39000000000.0,39000000000.0,17.89,2.26,3.81,12.34,3.81,3580000000.0,12.34,1350000000.0,5.37,24.20,1.70,403000000.0,1.62,14660000000.0,0.63,47.48,2900000000.0,0.61,5.33,75.30,3780000.0,2.04,1.62,3830000.0,N/A
433,N/A,N/A,sti,N/A,N/A,N/A,N/A,N/A,N/A,10.33,2.30,0.82,24.57,36.99,1.02,8.37,15.28,22520000000.0,22520000000.0,10.19,2.16,2.86,N/A,2.86,N/A,N/A,1860000000.0,3.58,22.80,3.80,10300000000.0,20.30,13550000000.0,N/A,43.56,3500000000.0,1.35,0.18,83.50,10110000.0,1.72,1.78,9590000.0,N/A
434,N/A,N/A,stt,N/A,N/A,N/A,N/A,N/A,N/A,12.96,2.19,1.23,19.13,29.13,0.76,9.33,25.37,37210000000.0,37210000000.0,10.75,2.90,3.60,N/A,3.60,N/A,N/A,1850000000.0,4.47,18.20,3.20,85580000000.0,213.93,25190000000.0,N/A,46.04,1400000000.0,1.13,0.58,91.60,7250000.0,2.22,1.77,6090000.0,N/A
435,N/A,N/A,stx,N/A,N/A,N/A,N/A,N/A,227.35,18.23,0.85,5.69,5.14,7.91,6.13,22.62,39.13,13600000000.0,13600000000.0,9.65,3.09,1.12,7.58,1.12,3810000000.0,7.58,626000000.0,1.98,82.30,19.20,1260000000.0,4.26,4139999999.9999995,1.55,6.15,1810000000.0,1.27,11.39,88.70,31010000.0,4.94,11.83,29390000.0,N/A
436,N/A,N/A,swk,N/A,N/A,N/A,N/A,N/A,66.44,17.28,1.34,2.61,7.91,12.29,5.53,14.59,75.37,18650000000.0,18650000000.0,14.71,1.60,1.67,10.44,1.67,4070000000.0000005,10.44,903800000.0,5.79,N/A,N/A,480300000.0,3.15,3890000000.0,1.31,37.75,1180000000.0,0.89,0.59,88.40,3040000.0,1.75,1.99,3050000.0,N/A
437,N/A,N/A,swn,N/A,N/A,N/A,N/A,N/A,207.45,N/A,0.89,1.22,145.42,6.35,1.08,131.22,8.23,7780000000.0,7780000000.0,26.67,0.57,2.48,6.03,2.48,2440000000.0,6.03,4660000000.0,12.25,N/A,28.60,15000000.0,0.04,4730000000.0,0.56,5.96,1580000000.0,0.63,0.54,110.60,99220000.0,4.68,29.61,92580000.0,N/A
438,N/A,N/A,syk,N/A,N/A,N/A,N/A,N/A,47.30,27.78,3.89,4.55,14.47,22.82,8.46,16.82,26.41,39110000000.0,39110000000.0,17.16,1.96,3.93,14.66,3.93,6600000000.0,14.66,1440000000.0,3.78,100.80,3.70,4080000000.0,10.94,4030000000.0000005,2.27,22.82,899000000.0,0.71,8.29,76.00,2.71,2.71,1.85,6250000.0,N/A
439,N/A,N/A,symc,N/A,N/A,N/A,N/A,N/A,32.26,20.48,1.87,2.16,10.02,25.11,7.74,17.98,9.10,11470000000.0,11470000000.0,16.42,2.37,1.86,5.88,1.86,5360000000.0,5.88,1020000000.0,0.90,23.40,6.30,2270000000.0,3.48,1740000000.0,1.87,8.21,1030000000.0,1.01,0.23,93.60,8760000.0,1.17,1.46,9940000.0,N/A
440,N/A,N/A,syy,N/A,N/A,N/A,N/A,N/A,109.42,35.37,0.52,6.48,1.57,3.75,7.36,16.38,83.07,29650000000.0,29650000000.0,21.03,2.73,0.61,12.41,0.61,8550000000.000001,12.41,766800000.0,1.30,72.40,0.60,595600000.0,1.06,4360000000.0,1.75,6.96,1570000000.0,0.42,7.16,76.70,28220000.0,5.92,5.10,28220000.0,N/A
441,N/A,N/A,t,N/A,N/A,N/A,N/A,N/A,104.83,16.21,1.61,1.92,9.09,18.24,4.78,12.80,26.08,359960000000.0,359960000000.0,12.87,2.64,2.45,7.64,2.45,79760000000.0,7.64,13340000000.0,2.37,N/A,22.30,5620000000.0,0.91,129620000000.0,0.75,19.96,35880000000.0,0.28,0.05,63.20,107360000.0,3.25,2.07,104700000.0,N/A
442,N/A,N/A,tap,N/A,N/A,N/A,N/A,N/A,41.59,47.88,5.52,2.41,10.08,10.46,1.78,4.80,19.25,22330000000.0,22330000000.0,18.46,9.00,6.26,34.99,6.26,1400000000.0,34.99,355600000.0,1.93,65.10,13.30,430900000.0,2.01,2940000000.0,1.03,38.17,696400000.0,0.84,0.16,37.30,4370000.0,1.42,2.86,4360000.0,N/A
443,N/A,N/A,tdc,N/A,N/A,N/A,N/A,N/A,91.87,N/A,1.34,4.02,8.46,11.19,6.25,16.75,18.12,3400000000.0,3400000000.0,11.05,1.38,1.34,9.02,1.34,1280000000.0,9.02,214000000.0,1.53,N/A,5.50,839000000.0,6.48,780000000.0,1.82,6.50,401000000.0,0.97,0.69,100.40,16210000.0,7.86,11.01,17070000.0,N/A
444,N/A,N/A,te,N/A,N/A,N/A,N/A,N/A,160.11,37.02,2.34,2.50,6.32,20.49,3.97,9.40,11.77,10480000000.0,10480000000.0,21.60,3.23,3.82,11.48,3.82,1120000000.0,11.48,241200000.0,0.74,367.60,2.80,23800000.0,0.10,4099999999.9999995,0.48,10.96,609600000.0,0.32,1.20,60.00,4500000.0,2.43,1.94,3700000.0,N/A
445,N/A,N/A,tel,N/A,N/A,N/A,N/A,N/A,45.12,10.52,1.82,2.58,19.15,16.07,6.13,12.70,30.08,23720000000.0,23720000000.0,13.45,0.99,1.97,9.37,1.97,4090000000.0,9.37,1130000000.0,5.68,25.20,7.10,2220000000.0,6.01,3870000000.0,1.99,22.83,1980000000.0,1.02,0.22,93.60,4019999.9999999995,1.10,1.20,3360000.0,N/A
446,N/A,N/A,ter,N/A,N/A,N/A,N/A,N/A,N/A,20.78,2.48,2.07,12.59,15.22,6.13,10.21,7.75,3390000000.0,3390000000.0,12.14,1.17,2.07,8.69,2.07,915640000.0,8.69,206480000.0,0.97,N/A,1.50,742400000.0,3.62,0.00,3.38,9.58,413330000.0,1.09,0.43,98.10,5480000.0,2.04,2.54,4990000.0,N/A
447,N/A,N/A,tgt,N/A,N/A,N/A,N/A,N/A,98.48,15.40,0.67,3.79,4.56,6.65,7.52,24.64,117.55,58020000000.0,58020000000.0,14.16,1.38,0.79,8.14,0.79,21340000000.0,8.14,3320000000.0,5.32,N/A,0.60,4050000000.0,6.72,12760000000.0,1.12,21.51,5840000000.0,0.58,0.11,88.40,39690000.0,6.74,6.21,40560000.0,N/A
448,N/A,N/A,thc,N/A,N/A,N/A,N/A,N/A,450.06,N/A,0.13,3.63,0.75,7.41,4.14,3.45,187.91,16870000000.000002,16870000000.000002,10.95,0.90,0.91,7.75,0.91,15670000000.0,7.75,142000000.0,1.41,N/A,12.60,356000000.0,3.61,14510000000.0,1.20,7.02,1030000000.0,11.45,1.29,100.40,11200000.0,3.58,13.34,12620000.0,N/A
449,N/A,N/A,tjx,N/A,N/A,N/A,N/A,N/A,37.71,22.67,1.65,11.83,7.36,11.97,20.47,53.15,45.29,50110000000.0,50110000000.0,19.56,2.03,1.62,11.60,1.62,8300000000.000001,11.60,2280000000.0,3.33,2.80,7.90,2450000000.0,3.63,1620000000.0,1.54,6.38,2960000000.0,0.66,0.54,91.20,9020000.0,2.74,1.33,8820000.0,N/A
450,N/A,N/A,tm,N/A,N/A,N/A,N/A,N/A,107.91,8.37,0.65,1.08,8.17,10.30,3.84,14.03,160.91,294820000000.0,294820000000.0,8.06,0.24,1.17,7.32,1.17,44970000000.0,7.32,20560000000.0,13.05,4.70,2.40,46030000000.0,29.94,172900000000.0,1.10,99.30,38970000000.0,0.61,N/A,N/A,1340000.0,3.21,N/A,1010000.0,N/A
451,N/A,N/A,tmk,N/A,N/A,N/A,N/A,N/A,31.79,13.18,1.73,1.53,14.00,22.38,N/A,11.50,30.11,8000000000.0,8000000000.0,11.59,1.84,2.12,9.41,2.12,1750000000.0,9.41,516289999.99999994,4.16,9.40,6.30,123150000.0,1.00,1360000000.0,N/A,34.62,N/A,0.96,1.99,78.40,5.24,5.24,3.29,4120000.0,N/A
452,N/A,N/A,tmo,N/A,N/A,N/A,N/A,N/A,58.75,28.51,3.22,2.58,11.64,14.61,3.70,9.45,42.55,67650000000.00001,67650000000.00001,16.03,1.85,3.99,16.28,3.99,7760000000.0,16.28,1980000000.0,4.92,0.20,3.60,452100000.0,1.14,12540000000.0,1.38,53.42,2820000000.0,0.98,0.18,89.60,6210000.0,2.46,1.56,6630000.0,N/A
453,N/A,N/A,trip,N/A,N/A,N/A,N/A,N/A,20.18,46.84,5.94,6.28,13.27,15.62,7.15,15.61,10.37,8880000000.0,8880000000.0,25.89,2.07,5.95,31.70,5.95,1430000000.0,31.70,198000000.0,1.36,91.70,7.30,661000000.0,4.55,285000000.0,2.77,9.72,382000000.0,3.13,19.44,91.80,14210000.0,7.49,14.30,15950000.0,N/A
454,N/A,N/A,trow,N/A,N/A,N/A,N/A,N/A,N/A,15.69,4.21,3.75,29.12,45.21,22.08,24.08,16.50,16770000000.0,16770000000.0,14.73,2.16,3.99,8.28,3.99,4200000000.0,8.28,1210000000.0,4.63,4.00,2.90,1260000000.0,5.06,0.00,4.94,19.01,1510000000.0,1.18,3.33,73.20,8460000.0,4.15,3.36,8240000.0,N/A
455,N/A,N/A,trv,N/A,N/A,N/A,N/A,N/A,26.88,10.44,1.23,1.40,12.83,19.08,3.14,14.20,86.29,34920000000.0,34920000000.0,11.41,3.90,1.30,5.89,1.30,13080000000.0,5.89,3410000000.0,10.88,16.60,1.60,5050000000.0,17.12,6340000000.0,0.41,79.75,3430000000.0,1.21,0.45,84.30,7270000.0,3.47,2.29,7180000.0,N/A
456,N/A,N/A,tsla,N/A,N/A,N/A,N/A,N/A,267.86,N/A,6.70,24.76,21.96,17.71,6.43,88.84,31.56,29120000000.0,29120000000.0,66.08,1.49,7.20,99.04,7.20,923500000.0,99.04,888660000.0,6.93,N/A,26.90,1200000000.0,9.06,2920000000.0,0.98,8.29,524500000.0,0.99,22.28,62.00,30290000.0,7.57,28.59,29110000.0,N/A
457,N/A,N/A,tsn,N/A,N/A,N/A,N/A,N/A,68.58,20.20,0.66,2.70,3.46,6.67,7.04,14.54,98.72,32240000000.000004,32240000000.000004,15.78,1.35,0.81,9.62,0.81,3920000000.0,9.62,1370000000.0,3.35,49.20,15.40,1190000000.0,3.01,6700000000.0,1.55,24.72,2850000000.0,0.29,1.72,92.00,23540000.0,5.37,8.11,24920000.0,N/A
458,N/A,N/A,tso,N/A,N/A,N/A,N/A,N/A,52.62,7.19,0.36,1.97,5.47,11.32,12.13,23.02,228.49,13720000000.0,13720000000.0,11.08,1.50,0.49,3.69,0.49,6240000000.0,3.69,1540000000.0,12.36,N/A,N/A,942000000.0,7.90,4070000000.0000005,1.70,43.74,2130000000.0,1.80,6.17,86.40,5420000.0,1.97,4.34,7300000.0,N/A
459,N/A,N/A,tss,N/A,N/A,N/A,N/A,N/A,76.78,22.79,2.91,4.38,13.10,19.22,8.74,20.46,15.23,9250000000.0,9250000000.0,15.72,1.33,3.33,13.88,3.33,924360000.0,13.88,359470000.0,1.97,3.70,12.90,389330000.0,2.13,1440000000.0,2.60,10.08,600190000.0,1.20,2.38,74.50,4150000.0000000005,1.69,2.64,4870000.0,N/A
460,N/A,N/A,twc,N/A,N/A,N/A,N/A,N/A,251.02,30.42,2.32,6.12,7.78,18.75,5.70,21.67,83.85,76910000000.0,76910000000.0,23.60,2.13,3.25,9.89,3.25,16210000000.0,9.89,1820000000.0,6.44,12.30,4.90,1170000000.0,4.13,22590000000.0,0.62,31.75,6540000000.0,0.99,5.12,88.30,8039999.999999999,5.06,2.87,7230000.0,N/A
461,N/A,N/A,twx,N/A,N/A,N/A,N/A,N/A,100.61,15.23,1.93,2.32,13.63,25.66,7.10,15.77,34.51,77280000000.0,77280000000.0,11.64,0.83,2.75,9.79,2.75,11960000000.0,9.79,3780000000.0,4.63,19.40,5.90,2160000000.0,2.73,23790000000.0,1.56,29.71,3840000000.0,1.12,0.11,83.70,20630000.0,2.23,2.50,17640000.0,N/A
462,N/A,N/A,txn,N/A,N/A,N/A,N/A,N/A,41.75,19.86,4.29,5.64,22.97,32.42,15.68,29.37,12.62,57290000000.0,57290000000.0,17.63,1.95,4.41,10.81,4.41,7560000000.0,10.81,2940000000.0,2.82,1.30,2.40,3220000000.0,3.20,4150000000.0000005,2.77,9.84,4269999999.9999995,1.28,0.22,87.20,32229999.999999996,3.84,3.70,28430000.0,N/A
463,N/A,N/A,txt,N/A,N/A,N/A,N/A,N/A,72.72,13.58,0.67,1.82,5.19,8.29,4.75,15.12,48.51,11860000000.0,11860000000.0,11.08,1.00,0.88,7.53,0.88,2440000000.0,7.53,698000000.0,2.50,6.60,4.20,946000000.0,3.49,3610000000.0,1.93,18.10,1090000000.0,1.54,0.10,80.80,5580000.0,1.97,2.29,5440000.0,N/A
464,N/A,N/A,tyc,N/A,N/A,N/A,N/A,N/A,56.80,33.31,1.53,3.75,4.75,12.40,6.71,12.56,23.22,17340000000.0,17340000000.0,15.64,3.14,1.77,11.19,1.77,3630000000.0,11.19,525000000.0,1.09,53.10,4.10,363000000.0,0.86,2300000000.0,1.14,9.46,634000000.0,0.90,0.48,90.30,6220000.0,1.25,1.64,5310000.0,N/A
465,N/A,N/A,ua,N/A,N/A,N/A,N/A,N/A,40.19,78.52,4.42,10.50,5.87,10.47,10.45,15.41,18.39,18360000000.0,18360000000.0,49.08,2.54,4.63,35.59,4.63,1910000000.0,35.59,232570000.0,1.05,20.40,30.80,129850000.0,0.60,670490000.0,3.13,7.72,44100000.0,0.13,0.36,77.40,4.73,4.73,14.37,25750000.0,N/A
466,N/A,N/A,unh,N/A,N/A,N/A,N/A,N/A,90.54,20.82,0.74,3.44,3.70,7.02,6.97,16.93,164.86,138120000000.0,138120000000.0,14.25,1.12,0.88,11.24,0.88,53230000000.0,11.24,5810000000.0,6.01,19.30,30.40,12910000000.0,13.58,32100000000.0,0.67,35.50,9740000000.0,0.62,1.62,89.60,13300000.0,3.10,1.42,9210000.0,N/A
467,N/A,N/A,unm,N/A,N/A,N/A,N/A,N/A,32.78,9.05,0.68,0.85,8.08,12.96,1.41,10.09,43.45,9490000000.0,9490000000.0,7.69,1.04,0.88,6.36,0.88,3520000000.0,6.36,867100000.0,3.50,N/A,3.20,920200000.0,3.85,2840000000.0,6.13,35.96,1290000000.0,1.52,0.47,93.60,3360000.0,1.74,1.35,3530000.0,N/A
468,N/A,N/A,ups,N/A,N/A,N/A,N/A,N/A,576.72,18.84,1.51,35.86,8.30,13.13,12.99,208.39,64.78,98800000000.0,98800000000.0,16.16,1.82,1.69,10.14,1.69,45420000000.0,10.14,4840000000.0,5.35,193.80,1.00,4730000000.0,5.34,14370000000.0,1.23,2.79,7430000000.0,0.94,0.06,69.10,9150000.0,2.72,1.30,7850000.0,N/A
469,N/A,N/A,urbn,N/A,N/A,N/A,N/A,N/A,9.82,18.56,1.11,3.39,6.74,10.49,11.68,18.19,26.77,3780000000.0,3780000000.0,15.12,1.29,1.10,7.62,1.10,1170000000.0,7.62,231910000.0,1.78,10.30,1.30,219140000.0,1.87,115000000.0,2.24,9.64,420490000.0,0.22,26.45,80.30,10880000.0,5.34,11.22,10320000.0,N/A
470,N/A,N/A,usb,N/A,N/A,N/A,N/A,N/A,N/A,12.80,3.71,1.70,31.74,44.29,1.44,13.04,10.50,121960000000.0,121960000000.0,11.27,2.29,6.58,N/A,6.58,N/A,N/A,5610000000.0,3.16,0.80,1.10,10390000000.0,5.98,61060000000.0,N/A,23.28,8780000000.0,0.80,0.12,73.80,19510000.0,2.09,1.10,13820000.0,N/A
471,N/A,N/A,utx,N/A,N/A,N/A,N/A,N/A,70.51,11.22,1.43,2.95,13.56,14.98,5.88,14.13,64.28,94270000000.0,94270000000.0,13.82,1.66,1.68,9.18,1.68,15670000000.0,9.18,4000000000.0,8.62,122.50,4.50,7080000000.0,8.46,20420000000.0,1.18,32.63,6330000000.0,1.14,0.13,83.20,38060000.0,5.57,4.74,37800000.0,N/A
472,N/A,N/A,v,N/A,N/A,N/A,N/A,N/A,53.86,25.78,11.99,5.73,47.64,65.68,12.30,23.34,5.85,166490000000.0,166490000000.0,22.04,1.51,11.84,17.56,11.84,11800000000.0,17.56,6680000000.0,2.78,23.70,5.40,21340000000.0,8.89,15880000000.0,4.76,12.25,6800000000.0,1.08,0.06,92.80,41580000.0,3.32,2.15,44660000.0,N/A
473,N/A,N/A,vale,N/A,N/A,N/A,N/A,N/A,88.01,N/A,0.94,0.61,51.71,6.70,1.09,31.76,4.11,46590000000.0,46590000000.0,N/A,396.00,2.20,8.36,2.20,12480000000.0,8.36,10960000000.0,2.13,N/A,2.00,3570000000.0,0.69,30420000000.0,1.47,6.31,3900000000.0,1.34,N/A,N/A,198120000.0,8.35,N/A,217780000.0,N/A
